iter	Logloss
670	0.06461828892
671	0.06456863374
672	0.06455189187
673	0.06452599844
674	0.06448718812
675	0.06445640516
676	0.0644137514
677	0.06439566501
678	0.06438847792
679	0.06436632301
680	0.06433754572
681	0.06430265126
682	0.06427817098
683	0.06424097649
684	0.06421698439
685	0.06419881843
686	0.06415073591
687	0.06412763407
688	0.06410659847
689	0.06407058627
690	0.06404143756
691	0.06399877176
692	0.06397474025
693	0.06395863476
694	0.06392835851
695	0.06388912423
696	0.06386578384
697	0.06381313023
698	0.06377522458
699	0.06375729428
700	0.06374065337
701	0.0637163618
702	0.06368390204
703	0.06364651866
704	0.06362480177
705	0.06360026833
706	0.06357781575
707	0.06352880555
708	0.06349795242
709	0.06348453071
710	0.06346674382
711	0.06344737189
712	0.06341755474
713	0.06339581807
714	0.06337147053
715	0.0633393122
716	0.06329314922
717	0.06326368651
718	0.06323700569
719	0.06322578635
720	0.06320817102
721	0.06317524971
722	0.06314552869
723	0.06311283138
724	0.06311091369
725	0.06309963882
726	0.06306678263
727	0.06302389989
728	0.06299594255
729	0.06295915525
730	0.06292879979
731	0.06289320661
732	0.06286881796
733	0.06284947233
734	0.0628322158
735	0.06280197393
736	0.0627697426
737	0.06274657891
738	0.0627188862
739	0.06270476084
740	0.06267515149
741	0.06265199314
742	0.06262343728
743	0.06260410823
744	0.06258773493
745	0.06255026368
746	0.06251771539
747	0.06250179261
748	0.06248153358
749	0.06245786604
750	0.06241099273
751	0.06239484661
752	0.06235986152
753	0.06233739502
754	0.06231063894
755	0.0622872498
756	0.06227398161
757	0.06225530553
758	0.06223685503
759	0.06221549733
760	0.06219525814
761	0.06215834016
762	0.06212788793
763	0.06209122205
764	0.06207783483
765	0.0620333871
766	0.06200516081
767	0.06199434562
768	0.06195359599
769	0.06191472148
770	0.06189111667
771	0.06188018155
772	0.06187231862
773	0.06183883725
774	0.06181880991
775	0.06179375255
776	0.06175769009
777	0.06173175217
778	0.06169823188
779	0.06167633157
780	0.06166155834
781	0.0616198966
782	0.06160100378
783	0.06156658867
784	0.06154512787
785	0.06153201396
786	0.06150168203
787	0.06146216205
788	0.06144045237
789	0.06142306994
790	0.06139692565
791	0.06137617457
792	0.06135593423
793	0.06133912611
794	0.06131114406
795	0.06129088524
796	0.06126333873
797	0.06123296731
798	0.06119589075
799	0.06116597123
800	0.06112343404
801	0.06108808964
802	0.06106652205
803	0.06104952329
804	0.06102608433
805	0.06100251796
806	0.0609876913
807	0.06092834307
808	0.06089867595
809	0.06087505274
810	0.06086466417
811	0.06084671876
812	0.06082504118
813	0.06079534358
814	0.06076592893
815	0.06075151384
816	0.06072139135
817	0.06069568666
818	0.06066633536
819	0.0606439953
820	0.06062313812
821	0.06060306324
822	0.06052602226
823	0.06049012771
824	0.06045992758
825	0.06043664828
826	0.06041469924
827	0.06039171046
828	0.06036516947
829	0.06035055421
830	0.06032752133
831	0.06030460767
832	0.06028566376
833	0.06026540661
834	0.06023935337
835	0.06022369825
836	0.06019924369
837	0.06018707317
838	0.06016779468
839	0.06014492704
840	0.0601095959
841	0.06008624271
842	0.06007561603
843	0.06006443008
844	0.06002746437
845	0.06000296637
846	0.05997446099
847	0.05994448664
848	0.0599138539
849	0.05988501315
850	0.05985712389
851	0.05982867259
852	0.05979687687
853	0.05976452403
854	0.05974148187
855	0.05970312072
856	0.05967723542
857	0.05965244511
858	0.05962264514
859	0.05959883479
860	0.05957409925
861	0.05952996583
862	0.05950579649
863	0.05949323395
864	0.05945685649
865	0.05942012855
866	0.05939597829
867	0.05937480853
868	0.05934986689
869	0.05932573492
870	0.05929313329
871	0.05927228232
872	0.05924628481
873	0.05922375756
874	0.05919581393
875	0.05917378071
876	0.05917213593
877	0.05914705206
878	0.05910971217
879	0.05909360809
880	0.05906845637
881	0.05903957597
882	0.05902148816
883	0.05901325786
884	0.05899396562
885	0.05897745752
886	0.05895717329
887	0.0589329646
888	0.05892765821
889	0.05890312398
890	0.05887817145
891	0.05885596809
892	0.05884088271
893	0.05881670075
894	0.05879250947
895	0.05875191838
896	0.0587309159
897	0.05871771105
898	0.05869035703
899	0.05866260276
900	0.05864301796
901	0.05861534536
902	0.05858968704
903	0.05857252902
904	0.05854109039
905	0.05851618491
906	0.05848481062
907	0.05846548848
908	0.05845015621
909	0.05843552786
910	0.05840580458
911	0.05838112994
912	0.0583612502
913	0.0583329972
914	0.05831391657
915	0.05828991052
916	0.05828295182
917	0.05825710922
918	0.05824563957
919	0.05823566694
920	0.05820695376
921	0.05818348193
922	0.05815790146
923	0.05813393907
924	0.05810840826
925	0.05807565323
926	0.05805528154
927	0.05803677482
928	0.05801320939
929	0.05799548275
930	0.05797140184
931	0.05794623481
932	0.05792643085
933	0.05790574747
934	0.05788207192
935	0.05786518428
936	0.05783588986
937	0.05781911384
938	0.05780139152
939	0.05778556038
940	0.0577684372
941	0.05775219195
942	0.05773551414
943	0.05771360414
944	0.05769200749
945	0.05765957564
946	0.05764221772
947	0.05763090989
948	0.0576087266
949	0.05758394723
950	0.05757522724
951	0.05755291515
952	0.05753256114
953	0.05750675709
954	0.05748708096
955	0.0574579574
956	0.05743582571
957	0.05741674639
958	0.05739116205
959	0.05737882549
960	0.05735165516
961	0.05733170877
962	0.0573130247
963	0.05728759674
964	0.05726705099
965	0.05724161967
966	0.05722071375
967	0.05719694156
968	0.05717064162
969	0.05714664146
970	0.05712076671
971	0.05709553452
972	0.05707564187
973	0.05705562341
974	0.05701727314
975	0.05700351855
976	0.0569773117
977	0.05694915757
978	0.05692092326
979	0.05690095884
980	0.05687735874
981	0.05685045792
982	0.05682557869
983	0.05679628449
984	0.05678377665
985	0.05676850297
986	0.05674556634
987	0.05673673777
988	0.05672536407
989	0.05669251561
990	0.05666774405
991	0.05664594136
992	0.05662869771
993	0.05660391193
994	0.05659065275
995	0.05657922549
996	0.05655306513
997	0.05654218986
998	0.05652375552
999	0.05650106826
